OID_,CID,name,POINT_X,POINT_Y,OID1
246,19,grspn246,-68.559148239999956,44.041576598000063,
247,19,grspn247,-68.557042370999966,44.042347246000077,
248,19,grspn248,-68.557843778999938,44.041846156000076,
249,19,grspn249,-68.558694616999958,44.042518320000056,
250,19,grspn250,-68.559455561999982,44.044808922000072,
251,19,grspn251,-68.558186127999988,44.040260316000058,
252,19,grspn252,-68.557577228999946,44.044026988000041,
253,19,grspn253,-68.556037620999973,44.042091810000045,
254,19,grspn254,-68.557078109999964,44.040286845000026,
255,19,grspn255,-68.558750430999964,44.044509567000034,
256,19,grspn256,-68.554682391999961,44.042886261000035,
257,19,grspn257,-68.557381266999982,44.041431117000059,
258,19,grspn258,-68.557309174999943,44.040345181000077,
259,19,grspn259,-68.557574397999986,44.044323113000075,
260,19,grspn260,-68.559012851999967,44.044874461000063,
261,19,grspn261,-68.558317398999975,44.043303595000054,
262,19,grspn262,-68.557484981999949,44.041734069000029,
263,19,grspn263,-68.557721769999944,44.042360195000072,
264,19,grspn264,-68.554848651999976,44.042849825000076,
265,19,grspn265,-68.557023843999957,44.041429226000048,
266,19,grspn266,-68.559078029999966,44.042495477000045,
267,19,grspn267,-68.554859050999937,44.043378670000038,
268,19,grspn268,-68.557570809999959,44.044999332000032,
269,19,grspn269,-68.555606022999939,44.043328487000053,
270,19,grspn270,-68.556594600999972,44.045108533000075,
271,19,grspn271,-68.554465655999934,44.043077702000062,
272,19,grspn272,-68.558116863999942,44.042374136000035,
273,19,grspn273,-68.556357397999989,44.042338860000029,
274,19,grspn274,-68.558203976999948,44.042763502000071,
275,19,grspn275,-68.557508073999941,44.041530522000073,
276,19,grspn276,-68.558604444999958,44.044968589000064,
277,19,grspn277,-68.558508698999958,44.043444479000073,
278,19,grspn278,-68.559161314999983,44.041685734000055,
279,19,grspn279,-68.557181904999936,44.040052665000076,
280,19,grspn280,-68.556698747999974,44.042659353000033,
281,19,grspn281,-68.558366757999977,44.041254285000036,
282,19,grspn282,-68.556636378999940,44.041016496000054,
283,19,grspn283,-68.557222675999981,44.044218517000047,
284,19,grspn284,-68.559132749999947,44.043324573000064,
285,19,grspn285,-68.557971133999956,44.044675096000049,
286,19,grspn286,-68.558697084999949,44.044667871000058,
287,19,grspn287,-68.558788579999941,44.041943884000034,
288,19,grspn288,-68.557764753999948,44.044221124000046,
289,19,grspn289,-68.556252637999933,44.042420055000036,
290,19,grspn290,-68.559032777999960,44.044100347000040,
291,19,grspn291,-68.558699588999957,44.042216678000045,
292,19,grspn292,-68.556150445999947,44.044533642000033,
293,19,grspn293,-68.558002708999936,44.043450868000036,
294,19,grspn294,-68.557579454999939,44.042415302000052,
295,19,grspn295,-68.558104272999969,44.044073163000064,
296,19,grspn296,-68.558215818999940,44.044523750000053,
297,19,grspn297,-68.556880673999956,44.042012862000036,
298,19,grspn298,-68.556366094999987,44.043898158000047,
299,19,grspn299,-68.558048425999971,44.040721134000080,
300,19,grspn300,-68.556712230999949,44.043864401000064,
301,19,grspn301,-68.554446584999937,44.042031497000039,
302,19,grspn302,-68.558684975999938,44.043609777000029,
303,19,grspn303,-68.555341807999980,44.042613971000037,
304,19,grspn304,-68.558316108999975,44.042684691000034,
305,19,grspn305,-68.555173944999979,44.043803693000029,
306,19,grspn306,-68.558769671999983,44.041289744000039,
307,19,grspn307,-68.558740216999979,44.042649186000062,
308,19,grspn308,-68.557865842999945,44.044380852000074,
309,19,grspn309,-68.558816261999937,44.041549136000071,
310,19,grspn310,-68.557792561999975,44.044777991000046,
311,19,grspn311,-68.557312508999985,44.041599678000068,
312,19,grspn312,-68.555581985999936,44.040080964000026,
313,19,grspn313,-68.557472182999959,44.042409104000058,
314,19,grspn314,-68.558242719999953,44.040514565000080,
315,19,grspn315,-68.556542583999942,44.043368996000027,
316,19,grspn316,-68.557445698999970,44.044728539000062,
317,19,grspn317,-68.557603980999943,44.042157156000030,
318,19,grspn318,-68.557373772999938,44.043847126000060,
319,19,grspn319,-68.557952264999983,44.042000735000045,
320,19,grspn320,-68.557827725999971,44.040804777000062,
321,19,grspn321,-68.557996604999971,44.040937856000028,
322,19,grspn322,-68.557009244999961,44.044006502000059,
323,19,grspn323,-68.557109918999970,44.040205790000073,
324,19,grspn324,-68.559228660999963,44.044398428000079,
325,19,grspn325,-68.558555813999988,44.040657578000037,
326,19,grspn326,-68.555759566999939,44.041921086000059,
327,19,grspn327,-68.557621907999987,44.043177278000030,
328,19,grspn328,-68.557672396999976,44.044820750000042,
329,19,grspn329,-68.556254302999946,44.044304660000080,
330,19,grspn330,-68.555190514999936,44.042151400000080,
331,19,grspn331,-68.555921618999946,44.040453173000060,
332,19,grspn332,-68.555137985999977,44.043272859000069,
333,19,grspn333,-68.559116656999947,44.040876538000077,
334,19,grspn334,-68.555762832999960,44.044017715000052,
335,19,grspn335,-68.558274259999962,44.044776377000062,
336,19,grspn336,-68.556958259999988,44.042182349000029,
337,19,grspn337,-68.556339559999969,44.043646274000025,
338,19,grspn338,-68.559179555999947,44.042231505000075,
339,19,grspn339,-68.558319186999938,44.043515191000040,
340,19,grspn340,-68.556567496999946,44.044949613000028,
341,19,grspn341,-68.557954725999934,44.042106688000047,
342,19,grspn342,-68.556017596999936,44.040439947000039,
343,19,grspn343,-68.558807259999980,44.041104657000062,
344,19,grspn344,-68.558183463999967,44.040975442000047,
345,19,grspn345,-68.559389369999963,44.044635449000054,
346,19,grspn346,-68.558461175999980,44.042929661000073,
347,19,grspn347,-68.556104913999945,44.044744168000079,
348,19,grspn348,-68.557219614999951,44.043295073000081,
349,19,grspn349,-68.555754645999968,44.044353979000050,
350,19,grspn350,-68.557767041999966,44.044382059000043,
351,19,grspn351,-68.556422157999975,44.042193782000027,
352,19,grspn352,-68.558854298999961,44.044654370000046,
353,19,grspn353,-68.556366673999946,44.042041651000034,
354,19,grspn354,-68.557257626999956,44.042950044000065,
355,19,grspn355,-68.557169668999961,44.040858911000043,
356,19,grspn356,-68.557723579999958,44.041241183000068,
357,19,grspn357,-68.558558425999934,44.043251077000036,
358,19,grspn358,-68.555917083999987,44.043925035000029,
359,19,grspn359,-68.555992049999986,44.042956204000063,
360,19,grspn360,-68.554978599999970,44.043708704000039,
361,19,grspn361,-68.559228516999951,44.041380822000065,
362,19,grspn362,-68.558356108999988,44.043970258000058,
363,19,grspn363,-68.557371746999934,44.043581735000032,
364,19,grspn364,-68.558812491999959,44.044092865000039,
365,19,grspn365,-68.559055323999985,44.042146915000046,
366,19,grspn366,-68.556253920999950,44.041936909000071,
367,19,grspn367,-68.558979393999948,44.044371111000032,
368,19,grspn368,-68.556951731999959,44.044700537000040,
369,19,grspn369,-68.555742312999939,44.042331303000026,
370,19,grspn370,-68.557582316999969,44.040962474000025,
371,19,grspn371,-68.558344382999962,44.043594106000057,
372,19,grspn372,-68.556861923999975,44.041592699000034,
373,19,grspn373,-68.557988101999968,44.043648938000047,
374,19,grspn374,-68.557797742999981,44.042399343000056,
375,19,grspn375,-68.556408149999982,44.040830484000026,
376,19,grspn376,-68.554614070999946,44.042483162000053,
377,19,grspn377,-68.556961695999973,44.040412792000041,
378,19,grspn378,-68.556658263999964,44.043521207000026,
379,19,grspn379,-68.557861085999946,44.040916028000026,
380,19,grspn380,-68.556748731999960,44.040392783000073,
381,19,grspn381,-68.556928647999939,44.044542615000069,
382,19,grspn382,-68.557365543999936,44.044135417000064,
383,19,grspn383,-68.557269585999961,44.041392250000058,
384,19,grspn384,-68.556245656999977,44.044875432000026,
385,19,grspn385,-68.556505842999968,44.041935917000046,
386,19,grspn386,-68.556175406999955,44.042746809000050,
387,19,grspn387,-68.558490298999970,44.042124532000059,
388,19,grspn388,-68.557969747999948,44.042390275000059,
389,19,grspn389,-68.555522312999983,44.044009153000047,
390,19,grspn390,-68.558220421999977,44.044207673000074,
391,19,grspn391,-68.558194664999974,44.043179456000075,
392,19,grspn392,-68.556244573999948,44.041571985000076,
393,19,grspn393,-68.558824379999976,44.040748448000045,
394,19,grspn394,-68.556563060999963,44.040822344000048,
395,19,grspn395,-68.557666355999970,44.041454384000076,
396,19,grspn396,-68.555960767999977,44.042491083000073,
397,19,grspn397,-68.558980728999984,44.043433481000079,
398,19,grspn398,-68.554507047999948,44.043532033000076,
399,19,grspn399,-68.557026002999976,44.044661470000051,
400,19,grspn400,-68.558212999999967,44.041719006000051,
401,19,grspn401,-68.558249484999976,44.041304468000078,
402,19,grspn402,-68.556705945999965,44.043707108000035,
403,19,grspn403,-68.555939429999967,44.042766881000034,
404,19,grspn404,-68.558721762999937,44.041887872000075,
405,19,grspn405,-68.555109357999982,44.043073272000072,
406,19,grspn406,-68.556008808999934,44.042009899000050,
407,19,grspn407,-68.558937636999985,44.044762941000045,
408,19,grspn408,-68.557751156999984,44.041428181000072,
409,19,grspn409,-68.556948547999980,44.042993169000056,
410,19,grspn410,-68.555562425999938,44.042787368000063,
411,19,grspn411,-68.558080056999984,44.043119921000027,
412,19,grspn412,-68.556079794999960,44.040320106000081,
413,19,grspn413,-68.558030902999974,44.040054678000047,
414,19,grspn414,-68.556939956999940,44.041446867000047,
415,19,grspn415,-68.556829670999946,44.041727057000060,
416,19,grspn416,-68.557290456999965,44.041267284000071,
417,19,grspn417,-68.557100408999986,44.043892977000041,
418,19,grspn418,-68.558143710999957,44.043680217000031,
419,19,grspn419,-68.554997128999958,44.042853694000030,
420,19,grspn420,-68.559426708999979,44.044134625000027,
421,19,grspn421,-68.556976936999945,44.041531314000053,
422,19,grspn422,-68.558822753999948,44.043532431000074,
423,19,grspn423,-68.558922738999968,44.042038755000078,
424,19,grspn424,-68.556938914999932,44.044367648000048,
425,19,grspn425,-68.555942313999935,44.041646887000070,
426,19,grspn426,-68.554876150999974,44.042599344000052,
427,19,grspn427,-68.556100623999953,44.040974756000026,
428,19,grspn428,-68.556344081999953,44.042936656000052,
429,19,grspn429,-68.557327326999939,44.041173157000060,
430,19,grspn430,-68.558882751999988,44.043359066000050,
431,19,grspn431,-68.558619958999941,44.041547165000054,
432,19,grspn432,-68.557327284999985,44.042534630000034,
433,19,grspn433,-68.556455474999950,44.043667929000037,
434,19,grspn434,-68.558988279999937,44.041003480000029,
435,19,grspn435,-68.554550603999985,44.042605567000066,
436,19,grspn436,-68.556465519999961,44.040916942000081,
437,19,grspn437,-68.555156753999938,44.043677981000030,
438,19,grspn438,-68.555291615999977,44.043620860000033,
439,19,grspn439,-68.556882370999972,44.041154707000032,
440,19,grspn440,-68.558689748999939,44.042818046000036,
441,19,grspn441,-68.558633184999962,44.043747049000046,
442,19,grspn442,-68.554757137999957,44.042794094000044,
443,19,grspn443,-68.556283549999932,44.042775122000080,
444,19,grspn444,-68.555667365999966,44.042620948000035,
445,19,grspn445,-68.559076071999982,44.043389207000075,
446,19,grspn446,-68.555912307999961,44.043526267000061,
447,19,grspn447,-68.556914219999953,44.043645475000062,
448,19,grspn448,-68.556953196999984,44.044239576000052,
449,19,grspn449,-68.557892267999932,44.042766876000030,
450,19,grspn450,-68.555924442999981,44.042679048000025,
451,19,grspn451,-68.556278319999933,44.044172225000068,
452,19,grspn452,-68.558320275999961,44.044704897000031,
453,19,grspn453,-68.558593011999960,44.043095976000075,
454,19,grspn454,-68.555164109999964,44.042247279000037,
455,19,grspn455,-68.557296118999943,44.041019523000045,
456,19,grspn456,-68.557473389999984,44.044561148000071,
457,19,grspn457,-68.555236291999961,44.042761551000069,
458,19,grspn458,-68.556588895999937,44.041249664000077,
459,19,grspn459,-68.554183448999936,44.042657518000055,
460,19,grspn460,-68.558530751999967,44.040764718000048,
461,19,grspn461,-68.555335277999973,44.043228442000043,
462,19,grspn462,-68.554158827999970,44.042400330000078,
463,19,grspn463,-68.556126100999961,44.041946332000066,
464,19,grspn464,-68.555704724999941,44.043452122000076,
465,19,grspn465,-68.557167211999968,44.041049020000059,
466,19,grspn466,-68.556863748999945,44.041070408000053,
467,19,grspn467,-68.555824608999956,44.042515941000033,
468,19,grspn468,-68.556673315999944,44.044348710000065,
469,19,grspn469,-68.554782267999940,44.043039229000044,
470,19,grspn470,-68.556099578999977,44.039996225000039,
471,19,grspn471,-68.556463734999966,44.044506081000065,
472,19,grspn472,-68.556929466999975,44.044784431000039,
473,19,grspn473,-68.557244261999983,44.042754698000067,
474,19,grspn474,-68.558021047999944,44.041380017000051,
475,19,grspn475,-68.556969471999935,44.039995666000038,
476,19,grspn476,-68.557528218999948,44.041664184000069,
477,19,grspn477,-68.555692431999944,44.042461016000061,
478,19,grspn478,-68.556557697999949,44.043984386000034,
479,19,grspn479,-68.557424739999988,44.040264761000060,
480,19,grspn480,-68.555899267999962,44.043312270000058,
481,19,grspn481,-68.556328402999952,44.039949068000055,
482,19,grspn482,-68.558793479999963,44.040897706000067,
483,19,grspn483,-68.557645403999970,44.044076399000062,
484,19,grspn484,-68.558011547999968,44.041538855000056,
485,19,grspn485,-68.557066364999969,44.042551637000031,
486,19,grspn486,-68.556386805999978,44.041807910000045,
487,19,grspn487,-68.558848265999984,44.044570840000063,
488,19,grspn488,-68.559063539999954,44.042279383000050,
489,19,grspn489,-68.556545619999952,44.040367259000050,
490,19,grspn490,-68.557309021999970,44.042089384000064,
491,19,grspn491,-68.558816460999935,44.043187842000066,
492,19,grspn492,-68.555819935999978,44.042870984000047,
493,19,grspn493,-68.555618388999960,44.041911214000038,
494,19,grspn494,-68.557433511999989,44.044000374000063,
495,19,grspn495,-68.554784489999975,44.042413222000050,
496,19,grspn496,-68.557750668999972,44.041984922000040,
497,19,grspn497,-68.555829271999983,44.043907042000058,
498,19,grspn498,-68.556122761999973,44.040536348000046,
499,19,grspn499,-68.558095999999978,44.044388429000037,
500,19,grspn500,-68.555020764999938,44.043026302000044,
501,19,grspn501,-68.556282410999984,44.044750625000063,
502,19,grspn502,-68.558266578999962,44.041961420000064,
503,19,grspn503,-68.556005429999971,44.039773697000044,
504,19,grspn504,-68.558897354999942,44.040887085000065,
505,19,grspn505,-68.556677108999963,44.041755884000054,
506,19,grspn506,-68.554762447999963,44.043529572000068,
507,19,grspn507,-68.555430093999973,44.042743124000026,
508,19,grspn508,-68.558859117999987,44.041371727000069,
509,19,grspn509,-68.556584776999955,44.043866480000077,
510,19,grspn510,-68.557727153999963,44.041745189000039,
511,19,grspn511,-68.557611692999956,44.041241547000027,
512,19,grspn512,-68.557175537999967,44.043368348000058,
513,19,grspn513,-68.557629469999938,44.039927264000028,
