OID_,CID,name,POINT_X,POINT_Y,OID1
888,52,sch888,-68.033282767999935,44.327356009000027,
889,52,sch889,-68.032091349999973,44.329577860000029,
890,52,sch890,-68.033356729999980,44.332081264000067,
891,52,sch891,-68.033013607999976,44.330981919000067,
892,52,sch892,-68.032764756999939,44.332106221000060,
893,52,sch893,-68.032393489999947,44.335406905000070,
894,52,sch894,-68.032738123999934,44.333290003000059,
895,52,sch895,-68.033595419999983,44.332466782000040,
896,52,sch896,-68.033406009999965,44.331271858000036,
897,52,sch897,-68.033222825999985,44.328298845000063,
898,52,sch898,-68.030955821999953,44.335063643000069,
899,52,sch899,-68.033053539999969,44.334599825000055,
900,52,sch900,-68.032874272999948,44.332031130000075,
901,52,sch901,-68.031939315999978,44.335353487000077,
902,52,sch902,-68.034765465999953,44.332452329000034,
903,52,sch903,-68.033171052999933,44.327205546000073,
904,52,sch904,-68.032260697999959,44.333705935000069,
905,52,sch905,-68.033103822999976,44.332994147000079,
906,52,sch906,-68.031933383999956,44.333291164000059,
907,52,sch907,-68.031739398999946,44.332187882000028,
908,52,sch908,-68.030481133999956,44.333534980000081,
909,52,sch909,-68.033314040999983,44.333348160000071,
910,52,sch910,-68.031160763999935,44.333302875000072,
911,52,sch911,-68.032417502999976,44.331129567000062,
912,52,sch912,-68.033012821999932,44.328569147000053,
913,52,sch913,-68.032929671999966,44.332590215000039,
914,52,sch914,-68.032325649999962,44.329123643000059,
915,52,sch915,-68.030719708999982,44.334912852000059,
916,52,sch916,-68.033403285999952,44.329213176000053,
917,52,sch917,-68.031273977999945,44.329807180000046,
918,52,sch918,-68.032674591999978,44.333745911000051,
919,52,sch919,-68.032464190999974,44.327596278000044,
920,52,sch920,-68.031860265999967,44.329041929000027,
921,52,sch921,-68.032360097999970,44.334791726000049,
922,52,sch922,-68.033907852999960,44.333336350000025,
923,52,sch923,-68.031246939999960,44.332849492000037,
924,52,sch924,-68.033802939999987,44.331969646000061,
925,52,sch925,-68.032404058999987,44.327999290000037,
926,52,sch926,-68.033779361999962,44.331575699000041,
927,52,sch927,-68.032577235999952,44.333388678000063,
928,52,sch928,-68.034519780999972,44.333121921000043,
929,52,sch929,-68.031578690999936,44.329737240000043,
930,52,sch930,-68.030554126999959,44.335470013000077,
931,52,sch931,-68.030915670999946,44.334375425000076,
932,52,sch932,-68.032481408999956,44.331068106000032,
933,52,sch933,-68.031830258999946,44.335822637000035,
934,52,sch934,-68.033472439999969,44.331138082000052,
935,52,sch935,-68.031477638999945,44.334023934000072,
936,52,sch936,-68.031000344999939,44.334592592000035,
937,52,sch937,-68.033190105999950,44.330045296000037,
938,52,sch938,-68.031628910999984,44.330181250000066,
939,52,sch939,-68.030774600999962,44.336116221000054,
940,52,sch940,-68.034049375999984,44.331881537000072,
941,52,sch941,-68.030491314999949,44.335406353000053,
942,52,sch942,-68.033456144999946,44.333943988000044,
943,52,sch943,-68.033108746999972,44.333576434000065,
944,52,sch944,-68.032968592999964,44.333731596000064,
945,52,sch945,-68.031092186999956,44.334479680000072,
946,52,sch946,-68.033081627999934,44.333419202000073,
947,52,sch947,-68.031758861999947,44.330429478000042,
948,52,sch948,-68.033789663999983,44.333758021000051,
949,52,sch949,-68.030963820999943,44.332835833000047,
950,52,sch950,-68.032635270999947,44.330647508000027,
951,52,sch951,-68.032491768999932,44.335407108000027,
952,52,sch952,-68.032269989999975,44.332703899000080,
953,52,sch953,-68.032364875999974,44.327260871000078,
954,52,sch954,-68.030432804999975,44.333805016000042,
955,52,sch955,-68.032942608999974,44.329637422000076,
956,52,sch956,-68.031740984999942,44.327141091000044,
957,52,sch957,-68.032845274999943,44.330079242000068,
958,52,sch958,-68.033335028999943,44.329019400000050,
959,52,sch959,-68.031621850999954,44.330404230000056,
960,52,sch960,-68.032712324999977,44.334309438000048,
961,52,sch961,-68.033082614999955,44.328832196000064,
962,52,sch962,-68.033581796999954,44.327660232000028,
963,52,sch963,-68.031981358999985,44.336164788000076,
964,52,sch964,-68.034065943999963,44.332404073000077,
965,52,sch965,-68.032087106999938,44.332957420000071,
966,52,sch966,-68.031005743999970,44.328113673000075,
967,52,sch967,-68.030678878999936,44.334288191000041,
968,52,sch968,-68.032675707999942,44.336130690000061,
969,52,sch969,-68.032990625999958,44.330450290000044,
970,52,sch970,-68.032861797999942,44.331795325000030,
971,52,sch971,-68.031834989999936,44.333986191000065,
972,52,sch972,-68.030808406999938,44.334946316000071,
973,52,sch973,-68.032250016999967,44.329038990000072,
974,52,sch974,-68.035327792999965,44.333237860000054,
975,52,sch975,-68.031874773999959,44.327960663000056,
976,52,sch976,-68.033482046999950,44.331580729000052,
977,52,sch977,-68.032174875999942,44.329597259000025,
978,52,sch978,-68.033529631999954,44.328746419000026,
979,52,sch979,-68.034167929999967,44.331981777000067,
980,52,sch980,-68.032657549999954,44.333640551000030,
981,52,sch981,-68.032067496999957,44.334350051000058,
982,52,sch982,-68.032453568999983,44.328794139000081,
983,52,sch983,-68.032443470999965,44.335016557000074,
984,52,sch984,-68.032640299999969,44.330114617000049,
985,52,sch985,-68.032873460999951,44.332678370000053,
986,52,sch986,-68.030420855999978,44.334996329000035,
987,52,sch987,-68.031508378999945,44.335850840000035,
988,52,sch988,-68.033008829999972,44.329703251000069,
989,52,sch989,-68.032685352999977,44.326495508000050,
990,52,sch990,-68.033653351999988,44.331468017000077,
991,52,sch991,-68.033113348999962,44.332707320000054,
992,52,sch992,-68.031739325999979,44.327657354000053,
993,52,sch993,-68.034586515999933,44.331840305000071,
994,52,sch994,-68.034087422999960,44.331562103000067,
995,52,sch995,-68.030524415999935,44.332677625000031,
996,52,sch996,-68.032403826999939,44.329979296000033,
997,52,sch997,-68.031738221999944,44.329378266000049,
998,52,sch998,-68.033472244999984,44.329595827000048,
999,52,sch999,-68.030965857999945,44.332280039000068,
1000,52,sch1000,-68.030570713999964,44.333904132000043,
1001,52,sch1001,-68.031828024999982,44.333704553000075,
1002,52,sch1002,-68.030974756999967,44.332395362000057,
1003,52,sch1003,-68.031754569999976,44.330946850000032,
1004,52,sch1004,-68.033357480999939,44.333701719000032,
1005,52,sch1005,-68.033102758999974,44.333965047000049,
1006,52,sch1006,-68.032211642999982,44.331679234000035,
1007,52,sch1007,-68.032266106999941,44.332482669000058,
1008,52,sch1008,-68.032082170999956,44.335604008000075,
1009,52,sch1009,-68.032519024999942,44.333661285000062,
1010,52,sch1010,-68.034707020999974,44.332988450000073,
1011,52,sch1011,-68.033646464999947,44.334424226000067,
1012,52,sch1012,-68.032471076999968,44.331524632000026,
1013,52,sch1013,-68.031839086999980,44.332366679000074,
1014,52,sch1014,-68.033011649999935,44.335117470000057,
1015,52,sch1015,-68.032571806999954,44.331754444000069,
1016,52,sch1016,-68.033481422999955,44.332078110000054,
1017,52,sch1017,-68.032398545999968,44.332743756000070,
1018,52,sch1018,-68.033147630999963,44.333273563000034,
1019,52,sch1019,-68.032676006999964,44.326268023000068,
1020,52,sch1020,-68.031875086999946,44.335290979000035,
1021,52,sch1021,-68.032131665999941,44.331583860000080,
1022,52,sch1022,-68.032608690999950,44.335343004000038,
1023,52,sch1023,-68.032939285999987,44.331054768000058,
1024,52,sch1024,-68.030806736999978,44.335106051000025,
1025,52,sch1025,-68.031395166999971,44.328810647000068,
1026,52,sch1026,-68.033837792999975,44.331697386000030,
1027,52,sch1027,-68.034709853999971,44.333086091000041,
1028,52,sch1028,-68.031925393999984,44.333646676000058,
1029,52,sch1029,-68.033699952999939,44.327923788000078,
1030,52,sch1030,-68.034830653999961,44.332118386000047,
1031,52,sch1031,-68.033704748999980,44.332620909000070,
1032,52,sch1032,-68.032548861999942,44.327995666000049,
1033,52,sch1033,-68.033438705999970,44.328400470000076,
1034,52,sch1034,-68.030693071999963,44.333602845000030,
1035,52,sch1035,-68.032107174999965,44.332006515000046,
1036,52,sch1036,-68.034282832999963,44.332230435000042,
1037,52,sch1037,-68.033323379999956,44.333077345000049,
1038,52,sch1038,-68.030918783999937,44.333479751000027,
1039,52,sch1039,-68.031082229999981,44.334692236000080,
1040,52,sch1040,-68.032818047999967,44.335341336000056,
1041,52,sch1041,-68.032991772999935,44.333644888000038,
1042,52,sch1042,-68.031812971999955,44.333148589000075,
1043,52,sch1043,-68.032107346999965,44.326455098000054,
1044,52,sch1044,-68.031469261999973,44.332804037000074,
1045,52,sch1045,-68.031500025999947,44.335266589000071,
1046,52,sch1046,-68.031923261999964,44.334074801000042,
1047,52,sch1047,-68.031972404999976,44.326351150000050,
1048,52,sch1048,-68.032918325999958,44.334735041000044,
1049,52,sch1049,-68.031957960999932,44.329800302000081,
1050,52,sch1050,-68.031858604999968,44.329516368000043,
1051,52,sch1051,-68.032461755999975,44.330785400000025,
1052,52,sch1052,-68.031091445999948,44.333018039000081,
1053,52,sch1053,-68.032251260999942,44.329419694000080,
1054,52,sch1054,-68.034273354999982,44.331844828000044,
1055,52,sch1055,-68.031514184999935,44.333856566000065,
1056,52,sch1056,-68.031457247999981,44.329939815000046,
1057,52,sch1057,-68.032892277999963,44.327301898000030,
1058,52,sch1058,-68.033610403999944,44.328872937000028,
1059,52,sch1059,-68.032084567999959,44.327218465000044,
1060,52,sch1060,-68.032991635999963,44.335213616000033,
1061,52,sch1061,-68.031622453999944,44.329398045000062,
1062,52,sch1062,-68.031176881999954,44.332191501000068,
1063,52,sch1063,-68.034268690999966,44.332049838000046,
1064,52,sch1064,-68.034937781999986,44.333106702000066,
1065,52,sch1065,-68.032969835999950,44.330639596000026,
1066,52,sch1066,-68.033251896999957,44.335065902000053,
1067,52,sch1067,-68.032130499999937,44.328826722000031,
1068,52,sch1068,-68.033369250999954,44.334510525000042,
1069,52,sch1069,-68.031910192999987,44.326496383000062,
1070,52,sch1070,-68.032209722999937,44.331478757000070,
1071,52,sch1071,-68.031607903999941,44.329504635000035,
1072,52,sch1072,-68.033292846999984,44.334957376000034,
1073,52,sch1073,-68.030459726999936,44.333390852000036,
1074,52,sch1074,-68.033594187999938,44.333365529000048,
1075,52,sch1075,-68.032772319999935,44.327365723000071,
1076,52,sch1076,-68.034708757999965,44.332136438000077,
1077,52,sch1077,-68.031081847999985,44.329544861000045,
1078,52,sch1078,-68.034973454999943,44.332124228000055,
1079,52,sch1079,-68.034555520999959,44.333456515000080,
1080,52,sch1080,-68.033119598999974,44.332490035000035,
1081,52,sch1081,-68.033613413999944,44.332552972000030,
1082,52,sch1082,-68.031468236999956,44.332605587000046,
1083,52,sch1083,-68.031769670999950,44.334814162000043,
1084,52,sch1084,-68.032702991999940,44.327489859000025,
1085,52,sch1085,-68.034867916999985,44.332544785000039,
1086,52,sch1086,-68.031303305999984,44.333580864000055,
1087,52,sch1087,-68.031610983999940,44.333428743000070,
1088,52,sch1088,-68.034493958999974,44.332671826000080,
1089,52,sch1089,-68.033299023999973,44.328880489000028,
1090,52,sch1090,-68.032577389999972,44.328074037000079,
1091,52,sch1091,-68.034468643999958,44.331887866000045,
1092,52,sch1092,-68.032452013999944,44.328086469000027,
1093,52,sch1093,-68.032954104999988,44.335419322000064,
1094,52,sch1094,-68.033771169999966,44.329209119000041,
1095,52,sch1095,-68.033256622999943,44.332591551000064,
1096,52,sch1096,-68.031597382999962,44.328749113000072,
1097,52,sch1097,-68.031693268999959,44.329134980000049,
1098,52,sch1098,-68.031160731999933,44.335804537000058,
1099,52,sch1099,-68.030721523999944,44.334700433000080,
1100,52,sch1100,-68.033277511999984,44.331040489000031,
1101,52,sch1101,-68.032344818999945,44.328730446000066,
1102,52,sch1102,-68.034018894999974,44.333167680000031,
1103,52,sch1103,-68.031833767999956,44.326767993000033,
1104,52,sch1104,-68.030685595999955,44.335249832000045,
1105,52,sch1105,-68.031689139999969,44.333471890000055,
1106,52,sch1106,-68.031128146999947,44.331903586000067,
1107,52,sch1107,-68.032308068999953,44.327977547000046,
1108,52,sch1108,-68.032181498999933,44.335861183000077,
1109,52,sch1109,-68.032610007999949,44.335160483000038,
1110,52,sch1110,-68.033133506999945,44.330530060000058,
1111,52,sch1111,-68.032031612999958,44.331049364000080,
1112,52,sch1112,-68.033936216999962,44.333531212000025,
1113,52,sch1113,-68.030701891999968,44.334521321000068,
1114,52,sch1114,-68.033010088999958,44.331323645000055,
1115,52,sch1115,-68.031054009999934,44.329201747000070,
1116,52,sch1116,-68.033253332999948,44.332711539000059,
1117,52,sch1117,-68.031997783999941,44.329171088000066,
1118,52,sch1118,-68.031857085999945,44.333384777000049,
1119,52,sch1119,-68.032626056999959,44.330549988000030,
1120,52,sch1120,-68.031218069999966,44.334799700000076,
1121,52,sch1121,-68.031990059999941,44.326583113000027,
1122,52,sch1122,-68.031198608999944,44.334022399000048,
1123,52,sch1123,-68.031500795999932,44.328286090000063,
1124,52,sch1124,-68.031776953999952,44.327901908000058,
1125,52,sch1125,-68.033569059999934,44.334019726000065,
1126,52,sch1126,-68.033380076999947,44.329358852000041,
1127,52,sch1127,-68.032939994999936,44.332317300000057,
1128,52,sch1128,-68.033435174999966,44.327733415000068,
1129,52,sch1129,-68.032025767999983,44.330563125000026,
1130,52,sch1130,-68.033699530999968,44.332718219000071,
1131,52,sch1131,-68.034863451999968,44.332849452000062,
1132,52,sch1132,-68.033155288999978,44.334940756000037,
1133,52,sch1133,-68.032289122999941,44.334625035000045,
1134,52,sch1134,-68.031682353999940,44.333835776000058,
1135,52,sch1135,-68.032843926999988,44.330278957000075,
1136,52,sch1136,-68.032221567999954,44.326520549000065,
1137,52,sch1137,-68.032191956999952,44.335548880000033,
1138,52,sch1138,-68.031586745999959,44.328177774000039,
1139,52,sch1139,-68.032377609999969,44.334273024000026,
1140,52,sch1140,-68.032151397999939,44.333058760000029,
1141,52,sch1141,-68.032414728999981,44.335790209000038,
1142,52,sch1142,-68.033544645999939,44.330561405000026,
1143,52,sch1143,-68.030262546999950,44.333588462000080,
1144,52,sch1144,-68.031403202999968,44.332457440000042,
1145,52,sch1145,-68.032066165999936,44.326960447000033,
1146,52,sch1146,-68.031318659999954,44.334855170000026,
1147,52,sch1147,-68.034172756999965,44.332283387000075,
1148,52,sch1148,-68.031138365999936,44.328294512000070,
1149,52,sch1149,-68.033797841999956,44.332768783000063,
1150,52,sch1150,-68.031688254999949,44.326645876000043,
1151,52,sch1151,-68.031361866999987,44.328226008000058,
1152,52,sch1152,-68.031463722999945,44.333423911000068,
1153,52,sch1153,-68.031890849999968,44.332297419000042,
1154,52,sch1154,-68.034578904999933,44.332282678000070,
1155,52,sch1155,-68.031668857999932,44.334802560000071,
1156,52,sch1156,-68.032433791999949,44.334481354000047,
1157,52,sch1157,-68.033627701999933,44.328989561000071,
1158,52,sch1158,-68.033496257999957,44.333763120000071,
1159,52,sch1159,-68.032840306999958,44.331669150000039,
1160,52,sch1160,-68.031879971999956,44.327750363000064,
1161,52,sch1161,-68.034800941999947,44.333305874000075,
1162,52,sch1162,-68.032838665999975,44.332141426000078,
1163,52,sch1163,-68.031373328999962,44.329660048000051,
1164,52,sch1164,-68.032577682999943,44.328301425000063,
1165,52,sch1165,-68.031114348999949,44.334606397000073,
1166,52,sch1166,-68.030540814999938,44.336001708000026,
1167,52,sch1167,-68.031178704999945,44.327601112000025,
1168,52,sch1168,-68.030891984999982,44.335674957000037,
1169,52,sch1169,-68.031764180999971,44.333878853000044,
1170,52,sch1170,-68.030721640999957,44.334788578000030,
1171,52,sch1171,-68.031923164999967,44.332842268000036,
1172,52,sch1172,-68.030481578999968,44.334858342000075,
1173,52,sch1173,-68.031876029999978,44.334421951000081,
1174,52,sch1174,-68.033109688999957,44.329091209000069,
1175,52,sch1175,-68.032297478999965,44.333435745000031,
1176,52,sch1176,-68.031913210999960,44.331707529000028,
1177,52,sch1177,-68.032994497999937,44.327646648000041,
1178,52,sch1178,-68.033337318999941,44.327959642000053,
1179,52,sch1179,-68.033388567999964,44.332957722000060,
1180,52,sch1180,-68.032239206999975,44.330651537000051,
1181,52,sch1181,-68.032969348999984,44.329085463000069,
1182,52,sch1182,-68.032770694999954,44.331578863000061,
1183,52,sch1183,-68.032305222999980,44.331001087000061,
1184,52,sch1184,-68.032658139999967,44.334161661000053,
1185,52,sch1185,-68.030685558999949,44.334000138000079,
1186,52,sch1186,-68.030760132999944,44.335687995000058,
1187,52,sch1187,-68.032241086999989,44.327060869000036,
1188,52,sch1188,-68.031622580999965,44.336310983000033,
1189,52,sch1189,-68.031753155999979,44.335879437000074,
1190,52,sch1190,-68.033545912999955,44.332642906000046,
1191,52,sch1191,-68.033195896999985,44.329521957000054,
1192,52,sch1192,-68.031652971999961,44.335359761000063,
1193,52,sch1193,-68.032405364999988,44.336039927000058,
1194,52,sch1194,-68.031246548999945,44.334296439000070,
1195,52,sch1195,-68.030541565999954,44.334179010000071,
1196,52,sch1196,-68.031041583999979,44.335575045000041,
1197,52,sch1197,-68.033817580999937,44.332248626000080,
1198,52,sch1198,-68.032633635999957,44.331943862000060,
1199,52,sch1199,-68.030991331999985,44.333954490000053,
1200,52,sch1200,-68.031818866999970,44.335496767000052,
1201,52,sch1201,-68.031230654999945,44.335545889000059,
1202,52,sch1202,-68.032705413999963,44.326929443000040,
1203,52,sch1203,-68.032559280999976,44.333553726000048,
1204,52,sch1204,-68.033028420999983,44.334200594000038,
1205,52,sch1205,-68.033469366999952,44.330429942000080,
1206,52,sch1206,-68.031594711999958,44.332732266000050,
1207,52,sch1207,-68.032261169999970,44.326310867000075,
1208,52,sch1208,-68.034362801999976,44.331645759000025,
1209,52,sch1209,-68.034723992999943,44.332907792000071,
1210,52,sch1210,-68.032721373999948,44.327260433000049,
1211,52,sch1211,-68.031940126999984,44.333982523000032,
1212,52,sch1212,-68.031967923999957,44.329321853000067,
1213,52,sch1213,-68.030630083999938,44.335335106000059,
1214,52,sch1214,-68.031390452999972,44.327249804000076,
1215,52,sch1215,-68.031172955999978,44.334919872000057,
1216,52,sch1216,-68.033288598999945,44.328189502000043,
1217,52,sch1217,-68.032657148999988,44.333286077000025,
1218,52,sch1218,-68.033016249999946,44.326960045000078,
1219,52,sch1219,-68.033171768999978,44.332148006000068,
1220,52,sch1220,-68.031626923999966,44.328043004000051,
1221,52,sch1221,-68.033620666999980,44.332815061000076,
1222,52,sch1222,-68.031289558999958,44.333159968000075,
1223,52,sch1223,-68.033106786999952,44.334782646000065,
1224,52,sch1224,-68.031974789999936,44.327729833000035,
1225,52,sch1225,-68.032018005999987,44.333068836000052,
1226,52,sch1226,-68.032396885999958,44.328371594000032,
1227,52,sch1227,-68.031392275999963,44.335045560000026,
1228,52,sch1228,-68.033229314999971,44.331442252000045,
1229,52,sch1229,-68.033152319999942,44.328645614000038,
1230,52,sch1230,-68.032438290999949,44.328301603000057,
1231,52,sch1231,-68.031167031999985,44.327693888000056,
1232,52,sch1232,-68.030788129999962,44.334110609000049,
1233,52,sch1233,-68.032344417999980,44.328247457000032,
1234,52,sch1234,-68.034870122999962,44.332659706000072,
1235,52,sch1235,-68.032785923999938,44.335202327000047,
1236,52,sch1236,-68.030380873999945,44.335587703000044,
1237,52,sch1237,-68.031922159999965,44.334564927000031,
1238,52,sch1238,-68.031192378999947,44.332749394000075,
1239,52,sch1239,-68.032998703999965,44.328662168000051,
1240,52,sch1240,-68.033143060999976,44.327922871000055,
1241,52,sch1241,-68.033505353999942,44.327691232000063,
1242,52,sch1242,-68.031593999999984,44.327677758000050,
1243,52,sch1243,-68.032346402999963,44.331362782000042,
1244,52,sch1244,-68.030845197999952,44.335978238000052,
1245,52,sch1245,-68.031557991999932,44.328587930000026,
1246,52,sch1246,-68.030846003999955,44.333153711000080,
1247,52,sch1247,-68.034621218999973,44.332442343000025,
1248,52,sch1248,-68.033008168999970,44.330161615000065,
1249,52,sch1249,-68.032818617999965,44.329120436000039,
1250,52,sch1250,-68.032935252999948,44.331886325000028,
1251,52,sch1251,-68.033521391999955,44.331271202000039,
1252,52,sch1252,-68.033901596999954,44.331572737000045,
1253,52,sch1253,-68.032877407999933,44.335506443000043,
1254,52,sch1254,-68.032716156999982,44.328829284000051,
1255,52,sch1255,-68.032718604999957,44.330796355000075,
1256,52,sch1256,-68.031473136999978,44.335128734000079,
1257,52,sch1257,-68.033429858999966,44.330621574000077,
1258,52,sch1258,-68.031844198999977,44.326421480000079,
1259,52,sch1259,-68.032623890999957,44.336001512000053,
1260,52,sch1260,-68.031274338999935,44.329655458000047,
1261,52,sch1261,-68.032217988999946,44.334968657000047,
1262,52,sch1262,-68.032839851999938,44.329415261000065,
1263,52,sch1263,-68.032603301999984,44.332580796000059,
1264,52,sch1264,-68.030812539999943,44.333884782000041,
1265,52,sch1265,-68.032590524999932,44.329383779000068,
1266,52,sch1266,-68.030540794999979,44.333605025000054,
1267,52,sch1267,-68.033581561999938,44.328121374000034,
1268,52,sch1268,-68.032487826999954,44.335099162000063,
1269,52,sch1269,-68.031869741999969,44.329206207000027,
1270,52,sch1270,-68.033019086999957,44.326681236000070,
1271,52,sch1271,-68.033547891999945,44.327862669000069,
1272,52,sch1272,-68.034738819999973,44.332798950000040,
1273,52,sch1273,-68.032697566999957,44.328297938000048,
1274,52,sch1274,-68.031831579999960,44.328621689000045,
1275,52,sch1275,-68.032315749999952,44.330748785000026,
1276,52,sch1276,-68.034930894999945,44.332019053000067,
1277,52,sch1277,-68.031436698999983,44.335448448000079,
1278,52,sch1278,-68.030265921999955,44.333880366000074,
1279,52,sch1279,-68.032070544999954,44.334624725000026,
1280,52,sch1280,-68.031817915999966,44.332082758000070,
1281,52,sch1281,-68.031292152999981,44.335970360000033,
1282,52,sch1282,-68.034077775999947,44.332533237000064,
1283,52,sch1283,-68.031471017999934,44.331999739000025,
1284,52,sch1284,-68.032963157999973,44.332719272000077,
1285,52,sch1285,-68.033214731999976,44.331098918000066,
1286,52,sch1286,-68.031554259999950,44.333988408000039,
1287,52,sch1287,-68.032273342999986,44.328926871000078,
1288,52,sch1288,-68.031126568999980,44.333572471000025,
1289,52,sch1289,-68.032383726999967,44.335128723000025,
1290,52,sch1290,-68.035187268999948,44.333201917000054,
1291,52,sch1291,-68.031667973999959,44.327518881000060,
1292,52,sch1292,-68.034080577999987,44.333071721000067,
1293,52,sch1293,-68.033247572999983,44.327631425000050,
1294,52,sch1294,-68.031540324999980,44.332936529000051,
1295,52,sch1295,-68.030970322999963,44.333753276000039,
1296,52,sch1296,-68.030760499999985,44.334250727000040,
1297,52,sch1297,-68.031434608999973,44.334363152000037,
1298,52,sch1298,-68.032799597999940,44.328374396000072,
1299,52,sch1299,-68.032504891999963,44.329835090000074,
1300,52,sch1300,-68.031803911999987,44.327250751000065,
1301,52,sch1301,-68.033488937999948,44.335032933000036,
1302,52,sch1302,-68.032974500999956,44.331614839000054,
1303,52,sch1303,-68.031382394999980,44.329161042000067,
1304,52,sch1304,-68.031708378999951,44.327446844000065,
1305,52,sch1305,-68.033159246999958,44.333851109000079,
1306,52,sch1306,-68.031347856999957,44.329414280000037,
1307,52,sch1307,-68.032332655999937,44.331982280000034,
1308,52,sch1308,-68.032162762999974,44.333714377000035,
1309,52,sch1309,-68.032762025999943,44.328021816000046,
1310,52,sch1310,-68.033217626999942,44.330938052000079,
1311,52,sch1311,-68.032384355999966,44.327650471000027,
1312,52,sch1312,-68.031177108999941,44.327484128000037,
1313,52,sch1313,-68.031529804999934,44.327607896000075,
1314,52,sch1314,-68.031710968999960,44.334350486000062,
1315,52,sch1315,-68.031060856999943,44.333877262000044,
1316,52,sch1316,-68.031440303999943,44.330080282000040,
1317,52,sch1317,-68.031521683999983,44.335005138000042,
1318,52,sch1318,-68.033885875999943,44.328996031000031,
1319,52,sch1319,-68.032647932999964,44.334760762000030,
1320,52,sch1320,-68.031062343999963,44.328248127000052,
1321,52,sch1321,-68.031830073999970,44.330673599000079,
1322,52,sch1322,-68.030401130999962,44.332964400000037,
1323,52,sch1323,-68.032492973999979,44.332724961000054,
1324,52,sch1324,-68.031579153999985,44.327163101000053,
1325,52,sch1325,-68.032692823999980,44.329309783000042,
1326,52,sch1326,-68.033947674999979,44.332801765000056,
1327,52,sch1327,-68.031240977999971,44.328040138000063,
1328,52,sch1328,-68.032076668999935,44.330961704000060,
1329,52,sch1329,-68.033426944999974,44.333355988000051,
1330,52,sch1330,-68.032536911999955,44.333806878000075,
1331,52,sch1331,-68.032132355999977,44.328357083000071,
1332,52,sch1332,-68.032380585999988,44.329209958000035,
1333,52,sch1333,-68.034491437999975,44.333331319000081,
1334,52,sch1334,-68.031845631999943,44.329728071000034,
1335,52,sch1335,-68.030537736999975,44.336139038000056,
1336,52,sch1336,-68.033792733999974,44.332418831000041,
1337,52,sch1337,-68.031601437999939,44.335820530000035,
1338,52,sch1338,-68.033197926999947,44.330856890000064,
1339,52,sch1339,-68.031500124999980,44.333684327000071,
1340,52,sch1340,-68.032999079999968,44.334765722000043,
1341,52,sch1341,-68.032478946999959,44.330240331000027,
1342,52,sch1342,-68.031783714999960,44.333343089000039,
1343,52,sch1343,-68.033644252999977,44.327443207000044,
1344,52,sch1344,-68.032560266999951,44.331882029000042,
1345,52,sch1345,-68.031738750999978,44.335601650000058,
1346,52,sch1346,-68.031807174999983,44.332505937000064,
1347,52,sch1347,-68.032014915999980,44.329524597000045,
1348,52,sch1348,-68.031127372999947,44.335422176000066,
1349,52,sch1349,-68.030602607999981,44.334802857000057,
1350,52,sch1350,-68.032380126999954,44.332892870000080,
1351,52,sch1351,-68.032467190999967,44.335214397000072,
1352,52,sch1352,-68.032224079999935,44.330947295000044,
1353,52,sch1353,-68.032261152999979,44.336018360000025,
1354,52,sch1354,-68.034069941999974,44.332811785000047,
1355,52,sch1355,-68.032149504999950,44.330637240000044,
1356,52,sch1356,-68.032158160999984,44.331827554000029,
1357,52,sch1357,-68.032184056999938,44.333850148000067,
1358,52,sch1358,-68.032372241999951,44.332447302000048,
1359,52,sch1359,-68.032143294999969,44.334294500000055,
1360,52,sch1360,-68.034174328999939,44.332914515000027,
1361,52,sch1361,-68.032597437999982,44.330191609000053,
1362,52,sch1362,-68.031283083999938,44.333020510000040,
1363,52,sch1363,-68.030829836999942,44.332217438000043,
1364,52,sch1364,-68.031035338999970,44.335916765000036,
1365,52,sch1365,-68.032981793999966,44.328298729000039,
1366,52,sch1366,-68.031607261999966,44.334109893000061,
1367,52,sch1367,-68.033315185999982,44.331125884000073,
1368,52,sch1368,-68.032943539999962,44.329222883000057,
1369,52,sch1369,-68.033752560999972,44.331424776000063,
1370,52,sch1370,-68.032775333999950,44.329011472000047,
1371,52,sch1371,-68.031205474999979,44.334181500000057,
1372,52,sch1372,-68.033440005999978,44.332557629000064,
1373,52,sch1373,-68.030934880999951,44.332642091000025,
1374,52,sch1374,-68.033045060999939,44.331930735000071,
1375,52,sch1375,-68.033726245999958,44.333366338000076,
1376,52,sch1376,-68.031475521999937,44.334236212000064,
1377,52,sch1377,-68.031814830999963,44.333046818000071,
1378,52,sch1378,-68.032171517999984,44.334754946000032,
1379,52,sch1379,-68.033309038999960,44.330507566000051,
1380,52,sch1380,-68.031437140999969,44.329349924000041,
1381,52,sch1381,-68.033564816999956,44.333812084000044,
1382,52,sch1382,-68.030112747999965,44.333837391000031,
1383,52,sch1383,-68.032151308999971,44.330125918000078,
1384,52,sch1384,-68.031417312999963,44.332182046000071,
1385,52,sch1385,-68.032040151999979,44.334985782000047,
1386,52,sch1386,-68.031962688999954,44.336031466000065,
1387,52,sch1387,-68.032067344999973,44.330414895000047,
1388,52,sch1388,-68.032431801999962,44.332229952000034,
1389,52,sch1389,-68.032105228999967,44.326800087000038,
1390,52,sch1390,-68.032434014999978,44.333265253000036,
1391,52,sch1391,-68.031328926999947,44.334235594000063,
1392,52,sch1392,-68.031166566999957,44.335221381000053,
1393,52,sch1393,-68.031617353999934,44.333928275000062,
1394,52,sch1394,-68.033591167999987,44.332098858000052,
